ID,Geburtsjahr,Bildungsniveau,Familienstand,Einkommen,Kinder_zu_Hause,Teenager_zu_Hause,Datum_Kunde,Letzter_Kauf_Tage,Ausgaben_Wein,Ausgaben_Obst,Ausgaben_Fleisch,Ausgaben_Fisch,Ausgaben_Süßigkeiten,Ausgaben_Gold,Anzahl_Rabattkäufe,Anzahl_Webkäufe,Anzahl_Katalogkäufe,Anzahl_Ladeneinkäufe,Anzahl_WebBesuche_Monat,Kampagne_3_Akzeptiert,Kampagne_4_Akzeptiert,Kampagne_5_Akzeptiert,Kampagne_1_Akzeptiert,Kampagne_2_Akzeptiert,Beschwerde,Z_Kontaktkostenfaktor,Z_Umsatzfaktor,Antwort_Letzte_Kampagne,Alter,Gesamtausgaben
3767,1978, Hochschulabschluss   , Verheiratet        ,61314.0,0,1,,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,47,1008
3725,1971, Doktor               , Ledig              ,84865.0,0,0,2023-09-05,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,3,11,1,54,1688
4324,1999, Hochschulabschluss   , Verheiratet        ,42387.0,1,0,,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,3,11,0,26,684
238,1977, Zweiter Studienzyklus, Zusammenlebend     ,67309.0,1,1,,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,3,11,0,48,1082
6694,1974, Hochschulabschluss   , Verheiratet        ,75236.0,0,1,,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,3,11,0,51,1068
498,1980, Hochschulabschluss   , Ledig              ,30015.0,1,0,2024-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,3,11,0,45,57
9347,1966, Master               , Zusammenlebend     ,50943.0,0,1,,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,59,46
9699,1976, Hochschulabschluss   , Geschieden         ,67272.0,0,1,,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,49,733
10664,1959, Master               , Verwitwet          ,51529.0,0,1,2023-07-09,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,3,11,0,66,467
5455,1981, Doktor               , Verheiratet        ,32011.0,1,0,,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,44,122
456,1996, Zweiter Studienzyklus, Verheiratet        ,7500.0,1,0,2023-07-02,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,29,36
5012,1999, Hochschulabschluss   , Verheiratet        ,28691.0,1,0,2023-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,26,34
7495,1958, Doktor               , Verheiratet        ,56223.0,0,1,,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,67,156
5029,1956, Hochschulabschluss   , Verheiratet        ,18100.0,0,0,2023-06-08,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,69,14
10642,1999, Hochschulabschluss   , Ledig              ,30279.0,1,0,,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,26,37
2106,1984, Zweiter Studienzyklus, Verheiratet        ,20130.0,0,0,,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,41,34
10364,1969, Hochschulabschluss   , Geschieden         ,23295.0,0,0,,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,56,20
5954,1982, Master               , Geschieden         ,42618.0,1,0,2023-09-10,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,43,192
1137,1974, Hochschulabschluss   , Ledig              ,81246.0,0,0,,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,51,1379
2541,1986, Hochschulabschluss   , Verheiratet        ,24027.0,1,0,2023-09-06,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,48
1142,1963, Doktor               , Verheiratet        ,55707.0,0,1,,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,62,428
2276,1965, Hochschulabschluss   , Ledig              ,57959.0,0,1,2023-02-05,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,60,868
2807,1979, Hochschulabschluss   , Verheiratet        ,56796.0,0,1,,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,46,1001
6471,1981, Master               , Ledig              ,36230.0,1,0,,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,44,59
6131,1990, Zweiter Studienzyklus, Verheiratet        ,70829.0,1,1,2023-01-12,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,35,431
6233,1986, Hochschulabschluss   , Verheiratet        ,65991.0,0,1,2022-07-09,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,39,971
4148,1982, Hochschulabschluss   , Verheiratet        ,38988.0,1,2,,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,43,348
4947,1976, Zweiter Studienzyklus, Ledig              ,89572.0,0,0,,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,49,2059
3225,1994, Master               , Verheiratet        ,42207.0,1,0,2023-01-04,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,31,265
7540,1962, Hochschulabschluss   , Verheiratet        ,50300.0,0,1,,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,63,270
10648,1992, Zweiter Studienzyklus, Zusammenlebend     ,66664.0,0,0,,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,33,1289
1992,1974, Hochschulabschluss   , Verheiratet        ,60597.0,0,1,2024-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,51,893
7851,1959, Hochschulabschluss   , Verwitwet          ,70165.0,0,0,,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,66,926
8594,1968, Doktor               , Verwitwet          ,50520.0,0,1,,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,57,135
7059,1973, Hochschulabschluss   , Verheiratet        ,80124.0,0,0,,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,52,1495
2815,1985, Hochschulabschluss   , Verheiratet        ,33183.0,1,0,,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,40,120
2416,1979, Doktor               , Ledig              ,66582.0,0,0,2024-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,46,1288
7999,1965, Doktor               , Zusammenlebend     ,75261.0,0,0,,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,60,1743
9213,1980, Hochschulabschluss   , Verwitwet          ,31880.0,1,0,,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,45,15
9697,1961, Hochschulabschluss   , Verheiratet        ,53790.0,0,2,2024-06-03,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,64,542
3916,1981, Doktor               , Zusammenlebend     ,49269.0,1,0,,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,44,890
2021,1985, Hochschulabschluss   , Verheiratet        ,61456.0,0,1,,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,40,1388
1581,1990, Hochschulabschluss   , Verheiratet        ,37406.0,1,0,2023-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,35,17
564,1991, Doktor               , Zusammenlebend     ,56937.0,1,0,2022-04-08,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,34,906
6619,1988, Hochschulabschluss   , Verheiratet        ,38415.0,1,1,2023-02-01,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,37,44
9081,1998, Hochschulabschluss   , Ledig              ,20518.0,1,0,,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,27,25
178,1966, Hochschulabschluss   , Verheiratet        ,62503.0,0,1,,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,59,973
916,1982, Doktor               , Ledig              ,41644.0,1,1,2024-09-05,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,43,31
5512,1987, Master               , Verheiratet        ,55842.0,0,1,,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,38,518
8970,1982, Doktor               , Verheiratet        ,62010.0,0,1,,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,43,530
10581,1987, Hochschulabschluss   , Verheiratet        ,41124.0,1,0,,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,38,506
5300,1983, Master               , Verheiratet        ,38961.0,1,0,,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,42,70
5154,1982, Master               , Geschieden         ,37760.0,1,0,2023-11-08,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,43,54
8346,1984, Hochschulabschluss   , Ledig              ,32233.0,1,0,,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,41,296
1676,1985, Hochschulabschluss   , Verheiratet        ,43057.0,0,1,,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,40,266
9286,1970, Master               , Zusammenlebend     ,83151.0,0,0,2022-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,55,747
2426,1974, Doktor               , Geschieden         ,78825.0,0,0,,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,51,895
5172,1986, Master               , Zusammenlebend     ,65104.0,0,1,,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,39,1053
5562,1984, Hochschulabschluss   , Verheiratet        ,60093.0,0,1,,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,41,735
3436,1979, Hochschulabschluss   , Verheiratet        ,14045.0,1,0,,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,46,20
3921,1962, Zweiter Studienzyklus, Verwitwet          ,28457.0,0,0,,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,63,205
3403,1968, Doktor               , Zusammenlebend     ,78952.0,0,1,,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,57,2092
22,1986, Hochschulabschluss   , Geschieden         ,46310.0,1,0,2022-03-12,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,39,309
10965,1965, Hochschulabschluss   , Zusammenlebend     ,76005.0,0,0,,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,60,1722
9426,1974, Master               , Ledig              ,58308.0,0,1,2023-12-01,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,51,900
6605,1954, Doktor               , Geschieden         ,55614.0,0,0,,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,71,682
3136,1972, Master               , Geschieden         ,59432.0,0,1,,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,53,663
8737,1988, Hochschulabschluss   , Geschieden         ,55563.0,0,1,2024-05-04,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,37,43
11088,1981, Doktor               , Zusammenlebend     ,78642.0,0,1,,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,44,1816
716,1959, Doktor               , Zusammenlebend     ,67911.0,0,1,,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,66,976
466,1954, Hochschulabschluss   , Verheiratet        ,65275.0,0,0,2023-03-04,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,71,746
9135,1960, Hochschulabschluss   , Zusammenlebend     ,27203.0,1,1,2022-06-08,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,65,64
10623,1971, Master               , Zusammenlebend     ,48330.0,0,1,,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,54,32
8151,2000, Grundbildung         , Verheiratet        ,24279.0,0,0,,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,25,263
5140,1995, Doktor               , Verheiratet        ,64355.0,1,0,,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,30,1445
10160,1966, Master               , Zusammenlebend     ,50943.0,0,1,,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,59,46
4945,1963, Hochschulabschluss   , Verwitwet          ,53653.0,0,0,2022-07-11,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,62,1210
10584,1986, Hochschulabschluss   , Verheiratet        ,65665.0,0,1,2023-02-12,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,39,945
6071,1999, Hochschulabschluss   , Ledig              ,81217.0,0,0,,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,26,1157
3386,2002, Hochschulabschluss   , Verheiratet        ,34935.0,0,0,,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,23,137
8939,1969, Hochschulabschluss   , Geschieden         ,61250.0,0,1,,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,56,730
9925,1991, Doktor               , Zusammenlebend     ,39665.0,1,0,,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,34,216
4320,1989, Hochschulabschluss   , Ledig              ,60152.0,0,1,,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,36,943
5389,1974, Hochschulabschluss   , Verheiratet        ,48920.0,0,2,,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,51,347
6036,1969, Master               , Zusammenlebend     ,89120.0,0,0,,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,56,1924
182,1956, Doktor               , Zusammenlebend     ,44124.0,0,1,2023-11-05,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,69,397
203,1985, Master               , Ledig              ,81169.0,0,0,,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,40,2089
11025,1971, Hochschulabschluss   , Verheiratet        ,36443.0,1,1,2023-03-02,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,54,138
10203,2000, Hochschulabschluss   , Ledig              ,26095.0,1,0,,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,25,42
4607,1969, Hochschulabschluss   , Zusammenlebend     ,71367.0,0,0,,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,56,777
3711,1954, Master               , Verheiratet        ,80184.0,0,0,2024-01-03,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,71,1902
3696,1975, Hochschulabschluss   , Geschieden         ,30630.0,1,1,,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,50,52
2532,1997, Master               , Ledig              ,73454.0,0,0,2024-01-03,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,28,1651
9214,2001, Hochschulabschluss   , Verheiratet        ,42691.0,0,0,,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,24,358
4943,1963, Hochschulabschluss   , Verheiratet        ,70503.0,0,0,,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,62,1727
35,1997, Hochschulabschluss   , Verheiratet        ,25545.0,1,0,2022-08-09,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,28,210
2258,1996, Hochschulabschluss   , Verheiratet        ,32880.0,1,0,2022-04-12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,29,42
4322,1968, Doktor               , Zusammenlebend     ,77863.0,0,0,,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,57,1291
713,1987, Master               , Verheiratet        ,50353.0,0,0,2024-08-06,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,38,442
4702,1974, Hochschulabschluss   , Ledig              ,61839.0,0,0,2022-12-08,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,51,1895
3281,1970, Doktor               , Verheiratet        ,49154.0,1,1,2023-03-11,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,55,411
702,1985, Zweiter Studienzyklus, Verwitwet          ,47682.0,0,1,,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,40,521
2004,1979, Hochschulabschluss   , Ledig              ,72679.0,0,1,,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,46,1168
4769,1987, Master               , Zusammenlebend     ,57954.0,1,1,,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,38,493
4437,1972, Hochschulabschluss   , Verheiratet        ,65316.0,1,1,,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,53,260
8724,1992, Hochschulabschluss   , Ledig              ,28567.0,1,0,,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,33,46
10741,1961, Master               , Zusammenlebend     ,47352.0,0,1,2023-11-04,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,64,319
1991,1977, Hochschulabschluss   , Zusammenlebend     ,44931.0,0,1,,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,48,96
6931,1977, Hochschulabschluss   , Geschieden         ,76982.0,0,0,,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,48,1062
11096,1962, Zweiter Studienzyklus, Zusammenlebend     ,57247.0,0,1,2023-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,63,232
304,1991, Master               , Ledig              ,22944.0,1,0,,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,34,76
3665,1987, Zweiter Studienzyklus, Zusammenlebend     ,25315.0,1,0,2023-07-11,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,38,54
10591,1979, Hochschulabschluss   , Verwitwet          ,43638.0,0,1,2022-06-08,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,46,201
5036,1994, Doktor               , Ledig              ,42710.0,1,0,,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,31,406
5547,1992, Doktor               , Verheiratet        ,84169.0,0,0,2023-07-08,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,33,1919
7822,1986, Hochschulabschluss   , Zusammenlebend     ,54058.0,0,1,2023-04-06,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,39,662
8541,2000, Zweiter Studienzyklus, Verheiratet        ,24683.0,1,0,2024-08-03,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,25,41
10955,1974, Hochschulabschluss   , Verwitwet          ,85620.0,0,0,2024-07-01,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,51,1600
4368,1990, Hochschulabschluss   , Verheiratet        ,47850.0,1,0,2023-03-12,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,35,134
9671,1978, Hochschulabschluss   , Verheiratet        ,19514.0,1,1,,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,47,69
2256,1983, Master               , Verheiratet        ,27159.0,1,1,,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,42,21
4279,1973, Zweiter Studienzyklus, Ledig              ,39548.0,1,1,,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,52,54
5371,1999, Hochschulabschluss   , Ledig              ,21474.0,1,0,2024-08-04,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,26,91
9240,1981, Doktor               , Ledig              ,60504.0,0,1,2024-07-02,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,44,526
9460,1973, Hochschulabschluss   , Verheiratet        ,22419.0,0,0,,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,52,162
9504,1959, Master               , Verheiratet        ,81698.0,0,0,2023-06-11,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,66,1008
8692,1962, Hochschulabschluss   , Zusammenlebend     ,43462.0,1,1,2022-12-09,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,63,240
448,1988, Doktor               , Ledig              ,54880.0,1,0,2023-01-03,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,37,795
8314,1992, Hochschulabschluss   , Verheiratet        ,79908.0,0,0,2023-05-04,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,33,1772
8420,1980, Zweiter Studienzyklus, Verheiratet        ,15315.0,0,0,2023-03-08,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,45,64
3174,1969, Hochschulabschluss   , Zusammenlebend     ,87771.0,0,1,,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,56,1957
7685,1988, Hochschulabschluss   , Verheiratet        ,33039.0,1,0,2023-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,37,78
3179,1990, Hochschulabschluss   , Ledig              ,81741.0,0,0,,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,35,1572
9780,1981, Master               , Zusammenlebend     ,71499.0,0,1,,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,44,795
10681,1980, Zweiter Studienzyklus, Verheiratet        ,62466.0,0,1,,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,45,889
10232,1973, Doktor               , Geschieden         ,48799.0,0,1,2023-05-11,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,52,331
4184,1960, Doktor               , Zusammenlebend     ,52157.0,0,1,2024-07-06,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,65,265
9120,1972, Hochschulabschluss   , Ledig              ,66565.0,0,1,2022-05-12,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,53,1065
891,1961, Master               , Zusammenlebend     ,29298.0,1,1,2023-07-09,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,64,11
10381,1989, Hochschulabschluss   , Ledig              ,47691.0,0,1,2023-05-07,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,36,21
3525,1980, Hochschulabschluss   , Zusammenlebend     ,38200.0,1,1,2022-07-12,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,45,17
6818,1984, Hochschulabschluss   , Verheiratet        ,44989.0,0,1,2022-12-09,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,41,369
3526,1978, Doktor               , Verheiratet        ,38443.0,1,1,,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,47,38
8181,1988, Zweiter Studienzyklus, Ledig              ,38593.0,1,0,,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,37,177
1029,1980, Doktor               , Zusammenlebend     ,64413.0,0,1,2023-01-08,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,45,279
7369,1991, Master               , Verheiratet        ,36959.0,1,0,2023-02-10,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,34,62
2574,1987, Doktor               , Verheiratet        ,61996.0,0,1,,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,38,1230
8159,1978, Hochschulabschluss   , Verheiratet        ,51287.0,1,1,2024-01-04,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,47,182
1160,1980, Hochschulabschluss   , Verheiratet        ,13260.0,1,1,,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,45,49
10242,1976, Doktor               , Zusammenlebend     ,47472.0,1,1,,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,49,75
5253,1966, Master               , Zusammenlebend     ,54603.0,1,1,2023-09-07,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,59,227
5966,1984, Doktor               , Verheiratet        ,45207.0,1,1,2022-10-11,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,41,215
5314,1961, Hochschulabschluss   , Zusammenlebend     ,40689.0,0,1,,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,64,444
5081,1977, Zweiter Studienzyklus, Zusammenlebend     ,47821.0,1,1,,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,48,47
5123,1961, Master               , Verheiratet        ,27450.0,0,0,,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,64,143
5756,1993, Hochschulabschluss   , Zusammenlebend     ,39453.0,1,0,2024-03-04,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,32,55
8036,1981, Zweiter Studienzyklus, Zusammenlebend     ,26850.0,1,1,,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,44,63
9058,1965, Hochschulabschluss   , Verwitwet          ,79800.0,0,0,,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,60,1867
5057,1971, Master               , Verheiratet        ,61794.0,0,1,,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,54,611
254,1965, Hochschulabschluss   , Zusammenlebend     ,53863.0,0,1,,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,60,473
4179,1969, Hochschulabschluss   , Zusammenlebend     ,24221.0,0,0,,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,56,55
3710,1994, Doktor               , Ledig              ,39684.0,1,0,2022-12-10,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,31,81
7627,1985, Master               , Verheiratet        ,92163.0,0,0,2022-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,40,2086
4501,1975, Master               , Ledig              ,69882.0,0,0,2023-10-11,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,50,1478
